138,1116
294,1114
562,1088
190,1035
530,1007
250,940
123,886
559,864
196,849
111,797
546,779
539,759
285,718
523,716
20,700
333,666
211,659
134,647
270,640
454,636
5,615
436,606
203,599
455,598
535,587
112,585
64,570
52,567
299,565
205,544
96,539
255,538
372,533
374,532
87,526
9,524
332,519
443,515
144,513
478,513
318,510
230,502
179,501
575,498
207,496
126,495
183,492
377,492
186,486
297,482
38,481
259,481
445,475
531,472
80,470
405,467
248,464
178,462
158,461
23,459
97,459
245,452
12,451
590,449
317,440
412,439
21,436
114,436
437,433
319,430
219,416
118,415
420,410
194,405
591,405
305,403
331,403
321,402
398,402
461,402
32,397
51,394
226,393
11,391
33,387
432,387
545,387
131,386
373,384
187,383
256,382
280,375
498,373
388,369
326,368
376,366
278,365
416,360
466,355
121,353
404,353
98,348
532,343
54,342
212,341
95,340
553,339
296,336
65,334
40,333
457,332
513,331
19,330
563,329
173,326
551,326
55,320
264,317
261,314
422,314
162,311
246,311
365,308
550,308
241,307
290,306
446,306
493,306
160,305
472,305
258,304
427,304
291,303
34,296
444,296
130,295
228,295
399,294
283,293
565,292
348,291
415,291
426,291
172,290
334,288
476,287
522,285
127,284
238,281
300,280
137,278
271,278
56,277
119,277
88,275
277,273
548,271
483,270
235,269
243,264
308,264
382,264
208,262
263,260
316,260
406,260
419,260
150,259
343,259
36,258
496,258
360,257
310,251
349,251
63,249
85,248
480,248
497,248
534,247
102,246
467,246
15,245
463,245
53,244
359,244
125,243
149,243
402,243
106,242
281,242
387,240
414,240
42,239
526,239
320,236
295,235
337,235
494,235
41,231
265,230
368,229
89,227
471,227
500,226
115,225
139,225
244,225
202,224
210,224
464,223
475,222
167,221
10,220
75,220
384,220
214,219
489,219
59,218
60,218
163,217
206,214
386,214
69,213
113,212
169,209
18,208
407,207
468,207
198,206
253,206
517,205
148,204
558,203
247,202
272,202
572,202
195,201
200,199
57,197
274,196
44,193
392,192
223,191
180,190
282,189
322,188
229,187
302,187
227,185
490,185
561,184
311,183
515,183
284,181
314,179
356,179
45,178
120,178
216,178
383,178
7,177
344,174
171,173
438,173
456,171
447,168
458,168
239,167
66,166
143,166
236,166
442,165
135,164
25,163
307,162
342,162
514,162
460,161
491,160
313,159
595,159
8,158
133,158
189,157
465,157
552,157
174,156
257,156
170,155
232,154
549,154
104,153
90,152
233,152
275,152
375,152
262,151
328,151
540,151
339,150
401,150
16,149
336,149
129,147
217,147
566,147
224,146
231,146
400,144
27,142
370,142
487,142
518,142
469,139
481,139
154,137
589,137
221,136
327,135
147,133
157,132
573,132
341,130
357,130
361,130
569,130
37,129
116,129
533,129
338,128
215,127
306,126
6,125
594,125
128,124
330,124
592,124
367,123
101,122
175,121
582,121
79,120
301,118
26,117
2,115
140,115
67,114
340,114
269,113
423,113
495,113
24,112
91,112
164,111
201,111
519,111
323,108
4,107
516,106
30,104
47,103
188,103
237,103
567,102
324,101
346,101
381,101
122,100
50,99
166,99
474,99
28,98
304,97
17,96
76,95
439,95
537,95
581,94
35,91
92,90
303,90
345,90
554,89
100,88
1,86
155,86
421,86
204,85
329,85
31,84
424,84
507,84
479,83
520,83
353,82
560,82
58,80
288,79
48,78
585,78
364,77
524,76
82,74
363,74
132,73
488,73
570,73
574,70
70,69
577,69
142,68
312,68
470,68
293,67
77,64
390,64
408,62
136,61
389,61
395,61
124,60
46,59
547,59
536,57
571,57
99,56
440,53
68,52
107,52
355,52
501,52
156,51
435,51
86,49
358,49
544,49
429,48
434,48
492,48
586,48
78,47
141,47
29,46
151,46
225,45
568,45
578,45
276,44
83,42
385,42
441,42
541,42
146,41
161,41
362,40
369,39
462,39
289,38
482,37
209,36
222,36
176,35
593,35
117,34
347,34
366,34
396,34
71,33
242,33
428,33
84,32
451,32
13,31
22,31
378,31
430,31
105,30
354,30
393,30
379,29
448,29
583,29
191,28
193,28
521,28
153,27
397,27
453,27
508,27
542,27
72,26
555,26
587,26
473,25
14,24
251,24
315,24
504,24
579,24
168,23
287,23
459,23
185,22
197,22
413,22
499,22
538,22
557,22
94,20
584,20
152,19
350,19
409,19
298,18
502,18
43,17
62,17
351,17
394,17
431,17
588,17
260,16
484,16
182,15
240,14
450,14
39,12
165,12
433,12
564,12
103,11
410,11
449,11
486,11
509,11
81,10
309,10
418,10
503,10
511,10
580,10
184,9
218,9
252,9
268,9
3,8
411,8
73,7
108,7
145,7
177,7
199,7
325,7
425,7
74,6
371,6
417,6
506,6
576,6
213,5
452,5
485,5
110,4
267,4
477,4
556,4
109,3
159,3
181,3
220,3
279,3
292,3
403,3
512,3
525,3
49,2
93,2
234,2
286,2
352,2
380,2
505,2
543,2
249,1
254,1
273,1
391,1
510,1
527,1
529,1
61,0
192,0
266,0
335,0
528,0
