211,906
559,840
551,831
472,682
270,646
513,639
427,563
349,534
203,533
432,529
121,523
480,499
243,488
466,461
38,455
517,449
326,439
550,435
20,434
106,433
137,423
55,418
265,418
494,418
80,417
334,417
274,395
392,385
493,364
566,360
285,359
129,357
465,344
178,338
248,337
171,335
314,335
111,332
69,317
104,312
475,303
144,300
207,300
131,290
275,287
348,285
423,285
436,284
467,283
51,281
370,280
280,276
567,274
269,270
63,268
42,267
112,266
295,265
454,264
258,262
319,260
226,252
372,252
183,251
572,239
148,236
283,233
548,229
537,226
263,224
530,220
383,217
437,214
21,213
102,213
116,213
343,210
26,209
546,208
36,206
534,205
460,204
239,203
169,202
549,200
221,198
33,194
31,193
85,193
128,193
561,192
163,191
563,189
120,188
143,188
195,188
500,188
374,187
135,185
327,184
189,183
573,183
210,182
478,182
316,179
41,177
331,176
415,176
23,175
164,172
133,170
386,170
515,169
264,166
216,164
375,164
296,162
376,160
522,160
134,158
123,157
300,157
293,156
118,155
166,155
245,154
338,154
558,151
179,150
194,150
34,149
416,148
45,147
281,144
219,142
422,142
97,141
241,141
259,141
278,140
458,140
9,139
313,139
328,139
64,138
215,136
170,135
173,135
89,133
420,132
471,131
536,131
100,130
301,130
488,129
377,126
491,126
70,125
154,124
202,124
317,124
360,124
405,123
455,122
590,122
65,121
139,121
196,121
235,121
443,121
201,120
32,117
412,117
333,116
299,114
554,114
90,113
157,112
227,112
56,111
321,111
302,110
322,110
456,110
489,109
276,108
28,107
483,107
535,106
575,106
282,105
250,104
398,103
114,102
244,102
78,100
12,99
367,99
531,99
591,99
11,98
516,98
66,97
190,97
261,97
445,97
230,96
247,96
294,96
388,96
497,96
387,95
115,93
174,93
479,92
18,91
155,91
57,90
101,90
138,89
212,89
82,88
468,88
5,86
151,86
568,86
205,84
507,84
180,82
404,82
447,82
476,82
30,81
206,81
223,81
95,80
332,80
53,79
461,79
6,78
272,78
236,77
346,77
523,77
526,77
127,76
426,76
255,75
303,75
308,75
336,75
373,75
553,75
52,74
88,74
130,74
186,73
532,73
277,71
320,71
147,70
310,70
337,70
438,70
306,69
19,68
167,67
297,67
389,67
15,66
113,66
149,66
498,66
581,66
175,65
238,65
75,64
87,64
150,64
214,64
407,63
540,63
224,62
231,62
495,62
29,61
67,61
98,60
187,60
256,60
406,60
501,59
161,58
246,58
290,58
291,58
356,58
414,58
589,58
10,57
117,57
228,57
271,57
539,57
562,57
586,57
136,56
160,56
574,56
158,55
208,55
424,55
429,55
552,55
217,54
323,54
324,54
44,53
153,52
251,52
462,52
547,52
83,51
311,51
361,51
140,50
363,50
399,50
59,49
60,49
446,49
368,48
385,48
514,48
76,47
305,47
419,47
463,47
50,46
122,46
198,46
200,46
35,45
172,45
357,45
364,45
469,45
474,45
126,44
237,44
318,44
262,43
382,43
470,43
24,42
402,42
592,42
524,41
1,40
162,40
430,40
54,39
344,39
84,37
86,37
91,37
481,37
496,37
27,36
68,36
119,36
594,36
304,35
384,35
444,35
518,35
519,35
541,35
17,34
152,34
381,34
393,34
451,34
156,33
204,33
242,33
16,32
40,32
464,31
545,31
79,30
96,30
142,30
400,30
595,30
77,29
229,29
253,29
330,29
502,29
46,28
107,28
176,28
309,28
453,28
569,28
125,27
307,27
92,26
108,26
185,26
457,26
520,26
533,26
8,25
378,25
504,25
577,25
191,24
47,23
168,23
193,23
284,23
340,23
487,23
544,23
565,23
369,22
37,21
58,21
232,21
439,21
555,21
560,21
141,20
233,20
401,20
421,20
473,20
225,19
268,19
312,19
339,19
362,19
379,19
578,19
2,18
4,18
440,18
449,18
165,17
345,17
359,17
482,17
490,17
557,16
25,15
257,15
347,15
431,15
585,15
588,15
74,14
103,14
110,14
289,14
365,14
408,14
570,14
571,14
39,13
188,13
329,13
353,13
358,13
433,13
484,13
7,12
48,12
105,12
109,12
288,12
442,12
486,12
564,12
14,11
43,11
94,11
315,11
450,11
459,11
584,11
395,10
434,10
435,10
542,10
159,9
341,9
355,9
492,9
521,9
538,9
71,8
298,8
342,8
390,8
146,7
366,7
396,7
428,7
582,7
72,6
182,6
197,6
222,6
380,6
409,6
425,6
452,6
579,6
13,5
266,5
394,5
448,5
503,5
543,5
556,5
81,4
99,4
132,4
209,4
354,4
411,4
499,4
576,4
587,4
593,4
22,3
184,3
220,3
252,3
267,3
397,3
413,3
418,3
441,3
508,3
512,3
62,2
73,2
124,2
181,2
213,2
218,2
350,2
351,2
410,2
417,2
505,2
580,2
583,2
192,1
234,1
260,1
273,1
279,1
286,1
335,1
371,1
391,1
485,1
509,1
511,1
525,1
3,0
49,0
61,0
93,0
145,0
177,0
199,0
240,0
249,0
254,0
287,0
292,0
325,0
352,0
403,0
477,0
506,0
510,0
527,0
528,0
529,0
